mandi,crop,gross_price,distance_km,perishability,days_in_storage,net_earning,action
Panipat Mandi,Mustard,5945.0,88.3,3,13,4158.42,0
Panipat Mandi,Mustard,5400.0,100.8,3,8,4141.67,0
Panipat Mandi,Mustard,5925.0,86.1,1,22,4703.74,1
Panipat Mandi,Mustard,5740.0,106.4,3,9,4312.68,0
Panipat Mandi,Mustard,5650.0,103.0,3,6,4525.56,0
Panipat Mandi,Mustard,5300.0,80.1,3,18,3267.48,0
Panipat Mandi,Mustard,6000.0,86.7,3,34,2130.06,2
Panipat Mandi,Mustard,5721.0,93.1,2,12,4440.61,0
Panipat Mandi,Mustard,5300.0,96.6,3,19,3131.62,1
Panipat Mandi,Mustard,6080.0,97.3,1,2,5454.3,2
Panipat Mandi,Mustard,5875.0,99.0,1,2,5248.26,0
Panipat Mandi,Mustard,5810.0,86.7,2,12,4539.92,0
Panipat Mandi,Mustard,5950.0,81.3,3,6,4874.91,0
Panipat Mandi,Mustard,6050.0,108.4,2,23,3939.43,1
Panipat Mandi,Mustard,6090.0,102.2,1,9,5210.85,0
Panipat Mandi,Mustard,5850.0,100.3,1,24,4521.09,1
Panipat Mandi,Mustard,5550.0,85.6,1,25,4295.73,1
Panipat Mandi,Mustard,5920.0,97.8,1,35,4235.59,2
Panipat Mandi,Mustard,5930.0,81.7,2,4,5182.45,0
Panipat Mandi,Potatoes,1100.0,81.3,4,12,507.05,0
Panipat Mandi,Potatoes,1100.0,99.1,4,26,237.65,2
Panipat Mandi,Potatoes,1200.0,85.6,5,23,245.15,2
Panipat Mandi,Potatoes,1100.0,106.4,3,7,523.7,0
Panipat Mandi,Potatoes,1200.0,80.5,3,3,769.81,0
Panipat Mandi,Potatoes,1200.0,114.2,5,25,165.53,2
Panipat Mandi,Potatoes,1200.0,98.9,5,29,109.64,2
Panipat Mandi,Potatoes,1100.0,87.9,3,19,449.05,1
Panipat Mandi,Potatoes,1200.0,101.2,4,1,703.31,0
Panipat Mandi,Potatoes,1200.0,98.8,4,14,485.65,1
Panipat Mandi,Potatoes,1100.0,107.0,3,17,413.97,1
Panipat Mandi,Potatoes,1100.0,91.9,5,18,305.65,1
Panipat Mandi,Potatoes,1100.0,91.0,4,13,459.93,1
Panipat Mandi,Potatoes,1200.0,108.7,3,0,686.85,0
Panipat Mandi,Potatoes,1100.0,105.5,4,22,284.73,2
Panipat Mandi,Potatoes,1200.0,107.6,4,11,509.16,0
Panipat Mandi,Potatoes,1100.0,89.2,5,0,676.6,0
Panipat Mandi,Potatoes,1100.0,97.9,3,29,304.7,2
Panipat Mandi,Potatoes,1100.0,113.1,5,1,551.98,0
Panipat Mandi,Potatoes,1100.0,94.2,4,12,465.72,0
Panipat Mandi,Potatoes,1200.0,97.8,4,21,365.01,2
Panipat Mandi,Potatoes,1200.0,101.8,5,27,136.4,2
Panipat Mandi,Potatoes,1100.0,84.3,5,22,237.54,2
Panipat Mandi,Potatoes,1200.0,110.4,3,24,385.79,2
Panipat Mandi,Potatoes,1100.0,86.9,5,18,316.0,1
Panipat Mandi,Potatoes,1200.0,105.2,5,22,238.88,2
Panipat Mandi,Potatoes,1200.0,92.2,5,17,372.94,1
Panipat Mandi,Potatoes,1100.0,88.2,3,24,386.86,2
Panipat Mandi,Potatoes,1100.0,99.0,3,11,507.27,0
Panipat Mandi,Potatoes,1200.0,82.1,5,7,637.17,0
Panipat Mandi,Potatoes,1100.0,92.1,4,15,424.67,1
Panipat Mandi,Potatoes,1200.0,104.1,5,8,537.74,0
Panipat Mandi,Potatoes,1100.0,99.5,5,20,252.1,1
Panipat Mandi,Potatoes,1200.0,97.6,3,12,577.65,0
Panipat Mandi,Potatoes,1100.0,84.3,3,21,434.56,2
Panipat Mandi,Potatoes,1100.0,81.8,3,1,697.12,0
Panipat Mandi,Potatoes,1100.0,90.8,3,5,609.15,0
Panipat Mandi,Potatoes,1100.0,89.6,4,5,593.82,0
Panipat Mandi,Potatoes,1100.0,90.8,4,7,556.94,0
Panipat Mandi,Potatoes,1100.0,85.7,5,0,692.35,0
Panipat Mandi,Potatoes,1200.0,80.7,3,19,534.86,1
Panipat Mandi,Potatoes,1100.0,84.0,5,29,105.0,2
Panipat Mandi,Potatoes,1100.0,86.5,3,16,490.39,1
Panipat Mandi,Potatoes,1200.0,83.9,4,24,338.54,2
Panipat Mandi,Potatoes,1200.0,100.5,5,22,246.08,2
Panipat Mandi,Potatoes,1100.0,101.0,4,18,354.15,1
Panipat Mandi,Potatoes,1100.0,99.7,5,0,629.35,0
Panipat Mandi,Potatoes,1200.0,86.0,5,17,386.61,1
Panipat Mandi,Potatoes,1200.0,94.9,3,5,681.54,0
Panipat Mandi,Potatoes,1100.0,94.6,3,15,476.18,1
Panipat Mandi,Onions,2500.0,82.7,5,9,1516.83,0
Panipat Mandi,Onions,2000.0,104.7,5,23,461.54,2
Panipat Mandi,Onions,2000.0,92.2,6,14,766.37,1
Panipat Mandi,Onions,2000.0,102.4,4,12,1067.43,1
Panipat Mandi,Onions,2500.0,89.9,4,15,1309.09,1
Panipat Mandi,Onions,2500.0,85.0,4,22,975.86,2
Panipat Mandi,Onions,2500.0,99.4,5,14,1161.57,1
Panipat Mandi,Onions,2000.0,108.2,5,12,942.78,1
Panipat Mandi,Onions,2000.0,86.9,4,7,1305.37,0
Panipat Mandi,Onions,2500.0,81.4,5,8,1583.61,0
Panipat Mandi,Onions,2000.0,88.6,6,4,1336.47,0
Panipat Mandi,Onions,2500.0,80.5,4,11,1536.58,1
Panipat Mandi,Onions,2500.0,88.0,4,19,1117.38,2
Panipat Mandi,Onions,2500.0,90.6,6,6,1601.16,0
Panipat Mandi,Onions,2000.0,107.8,4,22,696.15,2
Panipat Mandi,Onions,2500.0,90.3,6,4,1749.36,0
Panipat Mandi,Onions,2500.0,84.9,6,17,802.36,1
Panipat Mandi,Onions,2000.0,93.4,4,12,1096.27,1
Panipat Mandi,Onions,2000.0,113.4,5,6,1188.75,0
Panipat Mandi,Onions,2000.0,86.9,5,2,1474.81,0
Panipat Mandi,Onions,2000.0,84.8,6,21,385.13,2
Panipat Mandi,Onions,2000.0,105.7,6,21,362.18,2
Panipat Mandi,Onions,2500.0,79.9,5,14,1212.46,1
Panipat Mandi,Onions,2000.0,107.1,4,3,1371.63,0
Panipat Mandi,Onions,2500.0,105.9,6,2,1831.36,0
Panipat Mandi,Onions,2500.0,84.6,6,5,1696.83,0
Panipat Mandi,Onions,2000.0,92.8,6,16,653.98,1
Panipat Mandi,Onions,2500.0,111.3,5,7,1539.83,0
Panipat Mandi,Onions,2500.0,88.3,6,9,1387.59,0
Panipat Mandi,Onions,2500.0,90.2,4,6,1749.75,0
Panipat Mandi,Onions,2500.0,107.1,4,5,1731.88,0
Panipat Mandi,Onions,2000.0,83.0,5,24,444.22,2
Panipat Mandi,Onions,2500.0,97.2,6,25,301.89,2
Panipat Mandi,Onions,2500.0,83.8,5,2,1948.53,1
Panipat Mandi,Onions,2500.0,109.8,5,18,899.71,2
Panipat Mandi,Onions,2000.0,82.6,5,23,492.37,2
Panipat Mandi,Onions,2500.0,106.0,6,19,623.47,2
Panipat Mandi,Onions,2000.0,90.6,6,6,1217.0,0
Panipat Mandi,Onions,2500.0,114.2,4,7,1610.84,0
Panipat Mandi,Onions,2000.0,102.3,6,2,1391.68,0
Panipat Mandi,Onions,2000.0,90.4,6,0,1553.2,0
Panipat Mandi,Onions,2500.0,87.3,6,11,1242.52,1
Panipat Mandi,Onions,2500.0,85.5,6,9,1396.11,0
Panipat Mandi,Onions,2500.0,101.9,6,3,1776.37,0
Panipat Mandi,Onions,2500.0,97.5,6,16,852.77,1
Panipat Mandi,Onions,2500.0,107.4,6,19,621.48,2
Panipat Mandi,Onions,2500.0,83.3,5,15,1141.33,1
Panipat Mandi,Onions,2500.0,111.9,6,16,825.29,1
Panipat Mandi,Onions,2000.0,105.0,6,17,577.15,1
Panipat Mandi,Onions,2000.0,90.4,5,14,900.86,1
Panipat Mandi,Tomatoes,2000.0,113.3,10,1,1363.14,0
Panipat Mandi,Tomatoes,1600.0,87.8,10,2,1032.15,0
Panipat Mandi,Tomatoes,1600.0,112.6,8,1,1010.36,0
Panipat Mandi,Tomatoes,1600.0,113.9,8,3,903.47,2
Panipat Mandi,Tomatoes,2000.0,87.4,9,8,889.89,2
Panipat Mandi,Tomatoes,2000.0,97.9,9,6,1027.15,2
Panipat Mandi,Tomatoes,2000.0,80.8,8,8,983.38,2
Panipat Mandi,Tomatoes,1600.0,81.8,10,5,839.93,2
Panipat Mandi,Tomatoes,1600.0,82.2,9,8,680.52,2
Panipat Mandi,Tomatoes,1600.0,98.2,8,4,909.89,2
Panipat Mandi,Tomatoes,1600.0,86.5,9,9,605.88,2
Panipat Mandi,Tomatoes,1600.0,94.3,8,9,649.59,2
Panipat Mandi,Tomatoes,2000.0,106.0,8,6,1055.9,2
Panipat Mandi,Tomatoes,1600.0,105.8,8,6,777.43,2
Panipat Mandi,Tomatoes,2000.0,94.9,10,8,797.13,2
Panipat Mandi,Tomatoes,2000.0,86.8,8,9,891.42,2
Panipat Mandi,Tomatoes,2000.0,83.3,10,3,1299.82,2
Panipat Mandi,Tomatoes,1600.0,109.2,9,1,1018.46,0
Panipat Mandi,Tomatoes,2000.0,106.0,10,0,1483.0,0
Panipat Mandi,Tomatoes,1600.0,104.9,10,0,1095.95,0
Panipat Mandi,Tomatoes,2000.0,83.8,8,1,1506.92,0
Panipat Mandi,Tomatoes,2000.0,92.8,8,9,876.08,2
Panipat Mandi,Tomatoes,2000.0,105.9,9,1,1403.34,0
Panipat Mandi,Tomatoes,2000.0,105.9,8,7,985.01,2
Panipat Mandi,Tomatoes,1600.0,95.5,8,4,919.71,2
Panipat Mandi,Tomatoes,2000.0,103.3,9,0,1495.15,0
Panipat Mandi,Tomatoes,2000.0,106.7,9,2,1320.03,0
Panipat Mandi,Tomatoes,1600.0,106.9,9,3,910.86,2
Panipat Mandi,Tomatoes,2000.0,107.9,9,9,757.87,2
Panipat Mandi,Tomatoes,2000.0,106.0,9,9,762.26,2
Panipat Mandi,Tomatoes,2000.0,110.7,8,3,1251.34,2
Panipat Mandi,Tomatoes,1600.0,83.0,8,9,678.48,2
Panipat Mandi,Tomatoes,1600.0,109.7,10,9,494.2,2
Panipat Mandi,Tomatoes,2000.0,83.9,9,3,1326.09,2
Panipat Mandi,Tomatoes,1600.0,82.0,8,5,911.24,2
Panipat Mandi,Tomatoes,2000.0,84.4,10,6,1011.33,2
Panipat Mandi,Tomatoes,2000.0,94.6,8,6,1092.42,2
Panipat Mandi,Tomatoes,1600.0,94.2,9,5,835.19,2
Panipat Mandi,Tomatoes,2000.0,111.3,8,2,1319.07,0
Panipat Mandi,Tomatoes,2000.0,98.4,8,1,1444.37,0
Panipat Mandi,Tomatoes,2000.0,114.4,9,6,976.96,2
Panipat Mandi,Tomatoes,2000.0,109.2,9,2,1309.99,0
Panipat Mandi,Tomatoes,1600.0,89.6,8,1,1108.89,0
Panipat Mandi,Tomatoes,2000.0,106.3,8,3,1268.29,2
Panipat Mandi,Tomatoes,2000.0,98.7,8,0,1515.85,0
Panipat Mandi,Tomatoes,2000.0,96.3,8,4,1233.53,2
Panipat Mandi,Tomatoes,1600.0,85.5,8,5,899.27,2
Panipat Mandi,Tomatoes,1600.0,87.1,8,3,1006.7,2
Panipat Mandi,Tomatoes,1600.0,97.2,8,8,696.45,2
Panipat Mandi,Tomatoes,2000.0,110.7,8,6,1040.84,2
Sonipat Mandi,Wheat,2940.0,46.3,2,44,1261.59,2
Sonipat Mandi,Wheat,2780.0,62.6,2,6,2266.83,0
Sonipat Mandi,Wheat,3037.0,60.4,2,16,2185.2,1
Sonipat Mandi,Wheat,3000.0,64.1,2,40,1378.81,2
Sonipat Mandi,Wheat,3000.0,59.4,1,5,2592.52,2
Sonipat Mandi,Wheat,2740.0,49.4,1,32,1990.02,2
Sonipat Mandi,Wheat,2360.0,69.5,1,6,1928.05,0
Sonipat Mandi,Wheat,2790.0,69.6,2,32,1491.34,2
Sonipat Mandi,Wheat,2845.0,60.7,1,26,2122.62,1
Sonipat Mandi,Wheat,2800.0,60.9,2,32,1521.49,2
Sonipat Mandi,Wheat,2680.0,70.5,1,15,2101.33,1
Sonipat Mandi,Wheat,2830.0,52.9,1,14,2322.38,2
Sonipat Mandi,Wheat,3450.0,42.9,2,32,1963.78,2
Sonipat Mandi,Wheat,2925.0,54.8,1,2,2588.46,2
Sonipat Mandi,Wheat,2700.0,58.1,2,42,1182.74,2
Sonipat Mandi,Wheat,2800.0,64.9,1,13,2260.7,0
Sonipat Mandi,Wheat,2760.0,58.5,1,9,2309.71,2
Sonipat Mandi,Wheat,2800.0,65.1,2,35,1421.61,2
Sonipat Mandi,Wheat,3850.0,49.6,1,32,2868.24,2
Sonipat Mandi,Wheat,2730.0,70.1,1,41,1779.4,2
Sonipat Mandi,Wheat,3100.0,58.7,2,15,2274.56,1
Sonipat Mandi,Wheat,2820.0,54.6,2,26,1732.32,1
Sonipat Mandi,Wheat,2725.0,43.3,2,1,2445.94,2
Sonipat Mandi,Wheat,2770.0,40.0,1,12,2296.43,2
Sonipat Mandi,Wheat,2949.0,43.2,2,21,2016.32,1
Sonipat Mandi,Wheat,2450.0,56.4,1,9,2031.25,0
Sonipat Mandi,Wheat,2500.0,57.5,1,37,1704.79,2
Sonipat Mandi,Wheat,2820.0,39.0,2,45,1163.62,2
Sonipat Mandi,Wheat,2750.0,55.2,2,36,1389.67,2
Sonipat Mandi,Wheat,2800.0,36.4,1,23,2177.07,1
Sonipat Mandi,Wheat,2985.0,48.2,1,29,2237.14,1
Sonipat Mandi,Wheat,2760.0,61.2,1,20,2137.87,1
Sonipat Mandi,Wheat,2900.0,67.2,2,9,2265.32,0
Sonipat Mandi,Wheat,3201.0,66.9,2,19,2189.34,1
Sonipat Mandi,Wheat,2958.0,57.2,1,8,2514.65,2
Sonipat Mandi,Wheat,2880.0,62.8,1,3,2494.08,2
Sonipat Mandi,Wheat,2850.0,53.8,2,42,1265.25,2
Sonipat Mandi,Wheat,2940.0,37.9,1,26,2239.81,1
Sonipat Mandi,Wheat,2949.0,43.8,1,18,2402.08,2
Sonipat Mandi,Wheat,3200.0,68.4,1,25,2403.97,2
Sonipat Mandi,Wheat,2821.0,45.4,1,17,2299.13,2
Sonipat Mandi,Wheat,2775.0,53.3,2,32,1527.46,2
Sonipat Mandi,Wheat,2500.0,55.6,2,32,1355.08,2
Sonipat Mandi,Wheat,2350.0,64.6,1,2,1988.15,0
Sonipat Mandi,Wheat,2250.0,64.1,2,34,1134.6,2
Sonipat Mandi,Wheat,2800.0,64.0,1,6,2367.58,2
Sonipat Mandi,Wheat,2850.0,62.2,2,23,1819.48,1
Sonipat Mandi,Wheat,3000.0,62.3,1,24,2276.66,2
Sonipat Mandi,Wheat,2938.0,38.4,2,7,2426.34,2
Sonipat Mandi,Wheat,2715.0,52.5,2,15,1988.05,1
Sonipat Mandi,Mustard,5830.0,42.7,1,13,5090.59,0
Sonipat Mandi,Mustard,5850.0,40.2,2,6,5152.35,0
Sonipat Mandi,Mustard,5915.0,62.4,1,19,4887.09,1
Sonipat Mandi,Mustard,7150.0,70.1,1,25,5687.82,2
Sonipat Mandi,Mustard,5920.0,57.7,2,11,4810.41,0
Sonipat Mandi,Mustard,6050.0,54.6,1,13,5240.0,0
Sonipat Mandi,Mustard,5800.0,60.0,2,20,4114.64,1
Sonipat Mandi,Mustard,5492.0,51.2,2,41,2617.09,2
Sonipat Mandi,Mustard,5550.0,48.7,1,22,4530.83,1
Sonipat Mandi,Mustard,5000.0,65.6,2,19,3554.91,1
Sonipat Mandi,Mustard,5830.0,61.7,3,11,4359.47,0
Sonipat Mandi,Mustard,5150.0,63.1,2,15,3905.7,0
Sonipat Mandi,Mustard,5690.0,48.2,1,45,3912.29,2
Sonipat Mandi,Mustard,5721.0,53.6,2,17,4270.84,0
Sonipat Mandi,Mustard,6000.0,65.7,2,29,3641.0,1
Sonipat Mandi,Mustard,5950.0,50.0,3,31,2477.85,1
Sonipat Mandi,Mustard,5810.0,56.6,3,42,1327.14,2
Sonipat Mandi,Mustard,5800.0,63.4,3,4,5009.99,0
Sonipat Mandi,Mustard,5920.0,45.8,3,4,5192.62,0
Sonipat Mandi,Mustard,6100.0,63.8,1,14,5212.86,1
Sonipat Mandi,Mustard,7150.0,43.1,1,25,5791.09,2
Sonipat Mandi,Mustard,6080.0,62.4,1,10,5336.94,0
Sonipat Mandi,Mustard,6050.0,66.2,1,34,4482.36,2
Sonipat Mandi,Mustard,5945.0,69.6,2,9,4917.51,0
Sonipat Mandi,Mustard,6000.0,43.0,3,45,1080.43,2
Sonipat Mandi,Mustard,6010.0,38.1,2,16,4574.25,0
Sonipat Mandi,Mustard,5000.0,63.9,3,0,4612.45,0
Sonipat Mandi,Mustard,6000.0,38.2,2,12,4837.08,0
Sonipat Mandi,Mustard,6010.0,49.5,2,3,5463.04,2
Sonipat Mandi,Mustard,6800.0,61.7,2,11,5543.35,2
Sonipat Mandi,Mustard,5000.0,61.4,2,7,4235.31,0
Sonipat Mandi,Mustard,5650.0,59.5,3,11,4225.94,0
Sonipat Mandi,Mustard,5550.0,50.5,2,10,4586.34,0
Sonipat Mandi,Mustard,5650.0,54.4,2,20,4022.07,1
Sonipat Mandi,Mustard,5830.0,45.2,1,41,4154.54,2
Sonipat Mandi,Mustard,6000.0,53.9,2,20,4284.46,1
Sonipat Mandi,Mustard,5670.0,55.7,2,29,3459.48,1
Sonipat Mandi,Mustard,5400.0,67.5,3,6,4449.52,0
Sonipat Mandi,Mustard,5550.0,47.7,2,37,2904.74,2
Sonipat Mandi,Mustard,5950.0,66.4,2,43,2677.58,2
Sonipat Mandi,Mustard,6000.0,68.4,2,5,5237.87,0
Sonipat Mandi,Mustard,5000.0,58.0,2,23,3358.64,1
Sonipat Mandi,Mustard,6010.0,39.2,1,5,5484.96,2
Sonipat Mandi,Mustard,6080.0,46.1,3,23,3370.06,1
Sonipat Mandi,Mustard,5915.0,51.2,1,31,4530.97,1
Sonipat Mandi,Mustard,6000.0,44.6,3,9,4759.25,0
Sonipat Mandi,Mustard,5920.0,65.2,2,31,3459.15,1
Sonipat Mandi,Mustard,5970.0,56.4,3,22,3380.47,1
Sonipat Mandi,Mustard,6010.0,50.3,2,22,4168.3,1
Sonipat Mandi,Mustard,5300.0,61.4,3,39,1465.47,2
Sonipat Mandi,Potatoes,1700.0,65.7,4,14,909.91,1
Sonipat Mandi,Potatoes,1700.0,50.0,5,18,662.86,1
Sonipat Mandi,Potatoes,1800.0,48.3,4,13,1064.1,1
Sonipat Mandi,Potatoes,1800.0,47.2,3,29,741.66,2
Sonipat Mandi,Potatoes,1800.0,44.3,5,19,672.8,1
Sonipat Mandi,Potatoes,1700.0,70.0,4,25,540.4,2
Sonipat Mandi,Potatoes,1800.0,54.3,3,7,1328.17,0
Sonipat Mandi,Potatoes,1700.0,46.2,5,17,714.47,1
Sonipat Mandi,Potatoes,1700.0,46.4,4,22,687.8,2
Sonipat Mandi,Potatoes,1700.0,46.1,3,11,1169.76,0
Sonipat Mandi,Potatoes,1800.0,50.9,3,7,1341.55,0
Sonipat Mandi,Potatoes,1800.0,68.2,3,25,801.4,2
Sonipat Mandi,Potatoes,1800.0,38.4,5,28,245.38,2
Sonipat Mandi,Potatoes,1700.0,66.0,5,25,342.25,2
Sonipat Mandi,Potatoes,1800.0,62.5,4,10,1126.89,0
Sonipat Mandi,Potatoes,1800.0,69.9,3,4,1345.09,0
Sonipat Mandi,Potatoes,1800.0,60.5,5,4,1312.74,0
Sonipat Mandi,Potatoes,1700.0,68.8,5,7,1071.56,0
Sonipat Mandi,Potatoes,1800.0,63.0,5,4,1302.84,0
Sonipat Mandi,Potatoes,1700.0,58.9,4,19,762.12,1
Sonipat Mandi,Potatoes,1700.0,45.7,4,17,864.53,1
Sonipat Mandi,Potatoes,1700.0,43.3,5,6,1206.34,0
Sonipat Mandi,Potatoes,1800.0,50.3,5,30,230.65,2
Sonipat Mandi,Potatoes,1700.0,42.6,3,5,1341.61,0
Sonipat Mandi,Potatoes,1700.0,43.5,4,28,482.24,2
Sonipat Mandi,Potatoes,1700.0,71.0,3,15,982.94,1
Sonipat Mandi,Potatoes,1700.0,41.4,5,6,1213.35,0
Sonipat Mandi,Potatoes,1800.0,43.4,5,15,862.79,1
Sonipat Mandi,Potatoes,1800.0,63.1,5,20,592.02,1
Sonipat Mandi,Potatoes,1800.0,37.4,4,4,1391.8,0
Sonipat Mandi,Potatoes,1800.0,67.2,3,11,1172.2,0
Sonipat Mandi,Potatoes,1700.0,68.2,4,27,478.4,2
Sonipat Mandi,Potatoes,1800.0,40.4,4,13,1088.55,1
Sonipat Mandi,Potatoes,1800.0,62.5,4,12,1055.72,0
Sonipat Mandi,Potatoes,1800.0,64.7,5,9,1075.18,0
Sonipat Mandi,Potatoes,1800.0,45.8,3,6,1389.65,0
Sonipat Mandi,Potatoes,1800.0,58.2,3,18,1015.42,1
Sonipat Mandi,Potatoes,1800.0,37.3,5,5,1309.17,0
Sonipat Mandi,Potatoes,1700.0,38.4,5,21,531.17,2
Sonipat Mandi,Potatoes,1700.0,43.3,4,3,1365.23,0
Sonipat Mandi,Potatoes,1700.0,58.7,3,22,846.72,2
Sonipat Mandi,Potatoes,1800.0,44.6,3,2,1507.02,0
Sonipat Mandi,Potatoes,1700.0,66.6,4,10,1038.39,0
Sonipat Mandi,Potatoes,1700.0,55.2,3,22,856.23,2
Sonipat Mandi,Potatoes,1800.0,62.7,3,8,1268.46,0
Sonipat Mandi,Potatoes,1700.0,51.8,5,27,272.25,2
Sonipat Mandi,Potatoes,1800.0,68.6,3,1,1429.1,0
Sonipat Mandi,Potatoes,1800.0,49.1,4,16,950.52,1
Sonipat Mandi,Potatoes,1800.0,69.6,5,13,884.99,1
Sonipat Mandi,Potatoes,1800.0,59.8,4,16,920.86,1
Sonipat Mandi,Onions,2600.0,59.5,5,3,2075.03,1
Sonipat Mandi,Onions,3000.0,46.1,6,22,568.37,2
Sonipat Mandi,Onions,2600.0,68.9,6,14,1110.02,1
Sonipat Mandi,Onions,3000.0,62.5,6,10,1701.6,0
Sonipat Mandi,Onions,2600.0,66.2,4,25,900.04,2
Sonipat Mandi,Onions,2600.0,55.0,4,14,1527.53,1
Sonipat Mandi,Onions,3000.0,52.2,5,11,1812.42,1
Sonipat Mandi,Onions,2600.0,70.0,5,16,1161.16,1
Sonipat Mandi,Onions,2600.0,66.4,5,22,764.73,2
Sonipat Mandi,Onions,2600.0,38.6,6,20,648.59,2
Sonipat Mandi,Onions,2600.0,61.6,6,25,340.62,2
Sonipat Mandi,Onions,3000.0,41.8,6,22,572.4,2
Sonipat Mandi,Onions,2600.0,47.1,4,14,1551.14,1
Sonipat Mandi,Onions,3000.0,52.6,4,18,1535.47,2
Sonipat Mandi,Onions,2600.0,57.7,5,3,2082.4,1
Sonipat Mandi,Onions,2600.0,61.2,6,12,1290.84,1
Sonipat Mandi,Onions,2600.0,44.2,4,3,2179.96,0
Sonipat Mandi,Onions,3000.0,69.1,4,22,1240.91,2
Sonipat Mandi,Onions,2600.0,52.2,4,12,1646.93,1
Sonipat Mandi,Onions,3000.0,67.4,5,9,1924.79,1
Sonipat Mandi,Onions,2600.0,48.5,6,20,652.33,2
Sonipat Mandi,Onions,2600.0,40.6,4,6,2024.7,0
Sonipat Mandi,Onions,2600.0,42.7,4,16,1451.2,1
Sonipat Mandi,Onions,3000.0,37.9,5,24,759.53,2
Sonipat Mandi,Onions,2600.0,52.6,4,7,1923.0,0
Sonipat Mandi,Onions,2600.0,52.2,6,3,2063.29,1
Sonipat Mandi,Onions,2600.0,36.6,5,23,721.8,2
Sonipat Mandi,Onions,3000.0,56.1,6,16,1139.52,1
Sonipat Mandi,Onions,2600.0,52.9,5,5,1963.46,1
Sonipat Mandi,Onions,3000.0,67.5,5,20,1054.5,2
Sonipat Mandi,Onions,2600.0,68.6,5,22,761.36,2
Sonipat Mandi,Onions,2600.0,52.1,5,24,647.79,2
Sonipat Mandi,Onions,2600.0,45.4,4,17,1387.47,1
Sonipat Mandi,Onions,3000.0,46.1,4,18,1552.09,2
Sonipat Mandi,Onions,2600.0,61.0,4,2,2164.37,0
Sonipat Mandi,Onions,2600.0,56.5,4,7,1908.4,0
Sonipat Mandi,Onions,3000.0,61.8,4,5,2342.47,2
Sonipat Mandi,Onions,3000.0,45.3,4,1,2670.48,2
Sonipat Mandi,Onions,3000.0,52.7,6,5,2216.34,2
Sonipat Mandi,Onions,3000.0,45.3,4,22,1291.46,2
Sonipat Mandi,Onions,3000.0,36.4,5,18,1251.94,2
Sonipat Mandi,Onions,3000.0,60.0,5,9,1949.1,1
Sonipat Mandi,Onions,2600.0,69.2,4,16,1377.75,1
Sonipat Mandi,Onions,3000.0,45.2,6,3,2441.05,2
Sonipat Mandi,Onions,3000.0,61.9,6,17,1032.64,1
Sonipat Mandi,Onions,3000.0,69.7,6,16,1113.57,1
Sonipat Mandi,Onions,3000.0,50.4,4,3,2517.85,2
Sonipat Mandi,Onions,2600.0,40.7,5,11,1584.45,1
Sonipat Mandi,Onions,2600.0,57.3,4,3,2125.26,0
Sonipat Mandi,Onions,3000.0,39.8,4,17,1599.11,1
Sonipat Mandi,Tomatoes,2000.0,70.9,9,0,1640.95,0
Sonipat Mandi,Tomatoes,2000.0,63.2,10,6,1072.38,2
Sonipat Mandi,Tomatoes,2600.0,67.6,8,7,1489.88,2
Sonipat Mandi,Tomatoes,2000.0,64.0,9,10,769.12,2
Sonipat Mandi,Tomatoes,2600.0,48.0,8,4,1884.26,2
Sonipat Mandi,Tomatoes,2600.0,62.5,9,10,1042.7,2
Sonipat Mandi,Tomatoes,2600.0,42.7,10,5,1649.09,2
Sonipat Mandi,Tomatoes,2000.0,65.8,10,1,1564.07,0
Sonipat Mandi,Tomatoes,2600.0,41.1,8,1,2249.62,0
Sonipat Mandi,Tomatoes,2000.0,52.0,10,1,1622.44,0
Sonipat Mandi,Tomatoes,2600.0,49.8,9,10,1068.99,2
Sonipat Mandi,Tomatoes,2600.0,56.5,8,7,1523.05,2
Sonipat Mandi,Tomatoes,2600.0,57.2,9,4,1795.83,2
Sonipat Mandi,Tomatoes,2000.0,48.4,10,3,1428.6,2
Sonipat Mandi,Tomatoes,2000.0,51.7,9,10,794.58,2
Sonipat Mandi,Tomatoes,2000.0,60.3,10,3,1384.69,2
Sonipat Mandi,Tomatoes,2600.0,38.0,10,7,1345.6,2
Sonipat Mandi,Tomatoes,2600.0,48.6,8,9,1323.04,2
Sonipat Mandi,Tomatoes,2600.0,61.1,9,5,1659.33,2
Sonipat Mandi,Tomatoes,2000.0,70.3,9,1,1554.89,0
Sonipat Mandi,Tomatoes,2000.0,54.5,9,0,1714.75,0
Sonipat Mandi,Tomatoes,2000.0,50.4,8,2,1566.81,0
Sonipat Mandi,Tomatoes,2000.0,49.5,10,6,1111.84,2
Sonipat Mandi,Tomatoes,2000.0,38.4,9,9,889.01,2
Sonipat Mandi,Tomatoes,2600.0,43.6,10,5,1646.26,2
Sonipat Mandi,Tomatoes,2000.0,50.8,10,2,1523.63,0
Sonipat Mandi,Tomatoes,2000.0,59.9,10,2,1487.6,0
Sonipat Mandi,Tomatoes,2600.0,43.2,8,6,1675.76,2
Sonipat Mandi,Tomatoes,2600.0,55.3,9,6,1554.23,2
Sonipat Mandi,Tomatoes,2000.0,44.6,9,2,1569.3,0
Sonipat Mandi,Tomatoes,2600.0,61.5,8,10,1181.05,2
Sonipat Mandi,Tomatoes,2600.0,49.0,9,3,1950.44,2
Sonipat Mandi,Tomatoes,2000.0,69.6,10,3,1350.38,2
